date,layman__consumer_credit,layman__auto_loan_rate,layman__student_debt_level,layman__rental_vacancy_rate,layman__fast_food_price_index,layman__concert_ticket_index,layman__airfare_index,layman__education_childcare_index,layman__public_transit_fares,layman__streaming_cost_index
2022-05-31,4696883.24,5.15,1744007.0,5.6,207.673,717.038,318.318,805.667,299.695,545.438
2022-06-30,4737016.7,5.52,1744007.0,5.6,208.687,717.247,321.478,808.748,303.044,547.134
2022-07-31,4762750.98,5.52,1761742.0,6.0,206.552,717.006,310.866,809.932,295.256,542.971
2022-08-31,4789073.6,5.52,1761742.0,6.0,204.837,719.287,296.505,813.99,285.694,540.94
2022-09-30,4815297.74,6.94,1761742.0,6.0,203.94,716.259,296.758,816.16,286.119,539.657
2022-10-31,4846628.72,6.94,1764067.41,5.8,201.171,717.775,294.748,818.079,286.044,545.243
2022-11-30,4872525.59,6.94,1764067.41,5.8,196.659,718.85,289.851,820.825,283.64,551.461
2022-12-31,4894243.59,7.46,1764067.41,5.8,193.008,720.642,281.524,823.621,278.981,548.031
2023-01-31,4912509.86,7.46,1774909.9,6.4,190.423,717.542,277.664,825.931,276.46,549.482
2023-02-28,4924094.67,7.46,1774909.9,6.4,187.711,717.706,286.421,826.63,282.744,558.89
2023-03-31,4943542.58,7.59,1774909.9,6.4,186.619,707.82,287.731,831.162,281.003,564.902
2023-04-30,4957275.21,7.59,1761243.56,6.3,192.647,704.119,283.951,833.617,279.561,568.568
2023-05-31,4962661.01,7.59,1761243.56,6.3,198.793,707.858,274.916,834.625,272.358,570.002
2023-06-30,4986477.99,8.3,1761243.56,6.3,197.601,697.925,260.848,836.251,262.559,571.398
2023-07-31,4999498.73,8.3,1732575.34,6.6,194.701,695.378,253.523,838.353,256.61,572.558
2023-08-31,4981689.1,8.3,1732575.34,6.6,191.078,694.564,257.589,839.51,259.146,574.958
2023-09-30,4991353.13,8.51,1732575.34,6.6,187.65,698.45,257.557,841.334,259.94,575.231
2023-10-31,4999662.01,8.51,1729139.13,6.6,186.879,694.56,256.06,842.0,260.763,575.21
2023-11-30,5016861.1,8.51,1729139.13,6.6,189.444,684.378,254.627,843.249,260.488,575.607
2023-12-31,5023707.89,8.57,1729139.13,6.6,190.57,694.59,254.909,845.653,259.588,578.807
2024-01-31,5039320.1,8.57,1753333.67,6.6,183.526,688.843,259.736,848.613,263.466,580.771
2024-02-29,5050411.91,8.57,1753333.67,6.6,185.66,692.835,269.015,851.429,268.472,583.638
2024-03-31,5048191.65,8.65,1753333.67,6.6,184.709,686.679,266.974,853.317,265.089,586.282
2024-04-30,5049742.13,8.65,1741137.84,6.6,182.026,698.591,266.953,855.417,266.14,589.897
2024-05-31,5059310.28,8.65,1741137.84,6.6,180.533,703.798,258.148,858.608,258.916,583.38
2024-06-30,5061606.75,8.63,1741137.84,6.6,177.588,703.798,247.523,860.673,252.514,581.641
2024-07-31,5085316.24,8.63,1772891.41,6.9,175.034,703.798,246.94,863.552,251.32,581.576
2024-08-31,5089690.34,8.63,1772891.41,6.9,174.762,703.798,254.827,866.725,256.538,582.446
2024-09-30,5092637.98,8.12,1772891.41,6.9,175.644,703.798,261.957,871.773,261.755,581.153
2024-10-31,5102878.2,8.12,1777101.97,6.9,177.776,712.033,266.813,873.94,267.214,580.117
2024-11-30,5088873.04,8.12,1995854.7282216786,6.9,180.076,756.762,266.79,876.334,267.998,581.128
2024-12-31,4988874.75,8.12,1948241.3478622152,6.9,181.446,750.733,274.871,877.987,274.321,584.41
